BSSID   		Latitude 	longitude 	Power 	Dis 	Rpower
94:b4:0f:53:07:00	39.95300328	-75.19218521	-67	24.96	-70.94
94:b4:0f:53:07:00	39.95314201	-75.19215558	-54	9.69	-62.73
94:b4:0f:53:07:00	39.95308746	-75.19214409	-54	15.84	-66.99
94:b4:0f:53:07:00	39.95322759	-75.19217689	-43	0.0	-43.0
94:b4:0f:53:07:00	39.95331679	-75.19219967	-68	10.11	-63.1
94:b4:0f:53:07:00	39.95341871	-75.19223796	-77	21.89	-69.8
94:b4:0f:53:07:00	39.95341624	-75.19221528	-69	21.24	-69.54
94:b4:0f:53:07:00	39.95336173	-75.19219009	-64	14.96	-66.5
94:b4:0f:53:07:00	39.95333451	-75.19220592	-67	12.15	-64.69
94:b4:0f:53:07:00	39.95329762	-75.19221843	-65	8.56	-61.65
94:b4:0f:53:07:00	39.95323437	-75.19222063	-55	3.8	-54.61
94:b4:0f:53:07:00	39.95316914	-75.19222198	-54	7.55	-60.56
94:b4:0f:53:07:00	39.95305603	-75.19222518	-56	19.52	-68.81
94:b4:0f:53:07:00	39.9530076	-75.19222164	-69	24.77	-70.88
94:b4:0f:53:07:00	39.95296533	-75.19222223	-68	29.43	-72.37
94:b4:0f:53:07:00	39.9529472	-75.19219909	-70	31.25	-72.9
94:b4:0f:53:07:00	39.95293145	-75.19221608	-68	33.11	-73.4
94:b4:0f:53:07:00	39.95293909	-75.19220119	-70	32.16	-73.15
94:b4:0f:53:07:00	39.95294534	-75.19199002	-70	35.21	-73.93
94:b4:0f:53:07:00	39.95302457	-75.19194761	-72	29.87	-72.5
94:b4:0f:53:07:00	39.95307636	-75.1918776	-68	30.56	-72.7
94:b4:0f:53:07:00	39.95329533	-75.19169873	-68	41.46	-75.35
94:b4:0f:53:07:00	39.95334517	-75.19191655	-73	25.76	-71.22
94:b4:0f:53:07:00	39.953197	-75.191923	-59	21.91	-69.81
94:b4:0f:53:07:00	39.95318632	-75.19193303	-59	21.29	-69.56
94:b4:0f:53:07:00	39.95323969	-75.19191041	-61	22.76	-70.14
94:b4:0f:53:07:00	39.95331454	-75.19192654	-65	23.43	-70.4
94:b4:0f:53:07:00	39.95331931	-75.19193617	-68	22.92	-70.2
94:b4:0f:53:07:00	39.95334841	-75.19195773	-67	23.02	-70.24
94:b4:0f:53:07:00	39.95335327	-75.19196058	-67	23.14	-70.29
94:b4:0f:53:07:00	39.95333676	-75.19197971	-71	20.74	-69.34
94:b4:0f:53:07:00	39.9531888	-75.19204021	-59	12.43	-64.89
94:b4:0f:53:07:00	39.95318109	-75.19197923	-70	17.63	-67.92
94:b4:0f:53:07:00	39.95315349	-75.19183212	-71	30.53	-72.69
94:b4:0f:53:07:00	39.95332706	-75.19149968	-73	58.79	-78.39
94:b4:0f:53:07:00	39.95334124	-75.1914769	-77	61.01	-78.71
94:b4:0f:53:07:00	39.9533159	-75.19142933	-75	64.49	-79.19
94:b4:0f:53:07:00	39.95329751	-75.19145057	-76	62.42	-78.91
94:b4:0f:53:07:00	39.95325922	-75.19149104	-76	58.58	-78.36
