BSSID   		Latitude 	longitude 	Power 	Dis 	Rpower
e8:40:40:80:52:e8	39.95337588	-75.19609743	-70	2.24	-49.99
e8:40:40:80:52:e8	39.95337808	-75.19618277	-77	8.38	-61.46
e8:40:40:80:52:e8	39.95334292	-75.19610598	-72	5.94	-58.47
e8:40:40:80:52:e8	39.95331375	-75.19602633	-80	10.33	-63.28
e8:40:40:80:52:e8	39.95329611	-75.19600751	-72	12.84	-65.17
e8:40:40:80:52:e8	39.953289	-75.19598095	-76	14.78	-66.39
e8:40:40:80:52:e8	39.95329387	-75.1959173	-70	18.26	-68.23
e8:40:40:80:52:e8	39.95333236	-75.19589952	-70	17.39	-67.81
e8:40:40:80:52:e8	39.95327273	-75.19608164	-80	13.52	-65.62
e8:40:40:80:52:e8	39.95336876	-75.19570731	-70	32.48	-73.23
e8:40:40:80:52:e8	39.95344523	-75.19592838	-64	14.65	-66.32
e8:40:40:80:52:e8	39.95342261	-75.19593443	-82	13.37	-65.52
e8:40:40:80:52:e8	39.9534374	-75.19599858	-71	8.92	-62.01
e8:40:40:80:52:e8	39.9534569	-75.19608773	-72	6.97	-59.86
e8:40:40:80:52:e8	39.95350044	-75.19651072	-82	38.03	-74.6
e8:40:40:80:52:e8	39.95345781	-75.19636381	-78	24.65	-70.84
e8:40:40:80:52:e8	39.9534526	-75.19627185	-69	17.06	-67.64
e8:40:40:80:52:e8	39.95336277	-75.19591907	-65	14.72	-66.36
e8:40:40:80:52:e8	39.95336332	-75.19594091	-64	12.91	-65.22
e8:40:40:80:52:e8	39.95340967	-75.19603491	-64	4.75	-56.53
e8:40:40:80:52:e8	39.95338347	-75.19618058	-71	8.09	-61.15
e8:40:40:80:52:e8	39.95337122	-75.19617366	-70	7.84	-60.88
e8:40:40:80:52:e8	39.95338304	-75.19612399	-71	3.41	-53.65
e8:40:40:80:52:e8	39.95338875	-75.19603628	-63	4.35	-55.77
e8:40:40:80:52:e8	39.95339425	-75.1960868	-43	0.0	-43.0
e8:40:40:80:52:e8	39.95339517	-75.19612735	-66	3.46	-53.78
e8:40:40:80:52:e8	39.95340651	-75.19616441	-66	6.76	-59.59
e8:40:40:80:52:e8	39.95343159	-75.19620826	-76	11.16	-63.95
e8:40:40:80:52:e8	39.95349377	-75.19634645	-79	24.75	-70.87
