BSSID   		Latitude 	longitude 	Power 	Dis 	Rpower
84:d4:7e:dc:2a:40	39.95233362	-75.19346528	-41	0.0	-41.0
84:d4:7e:dc:2a:40	39.95230982	-75.19354176	-55	7.04	-57.95
84:d4:7e:dc:2a:40	39.95228379	-75.19354936	-61	9.06	-60.14
84:d4:7e:dc:2a:40	39.95227624	-75.19355259	-61	9.81	-60.83
84:d4:7e:dc:2a:40	39.95232304	-75.19359157	-67	10.83	-61.69
84:d4:7e:dc:2a:40	39.95236796	-75.19357628	-68	10.21	-61.18
84:d4:7e:dc:2a:40	39.95237908	-75.19354717	-63	8.62	-59.71
84:d4:7e:dc:2a:40	39.9523782	-75.19348767	-58	5.31	-55.51
84:d4:7e:dc:2a:40	39.95237557	-75.19339785	-60	7.4	-58.39
84:d4:7e:dc:2a:40	39.9523449	-75.1933452	-70	10.32	-61.27
84:d4:7e:dc:2a:40	39.95231382	-75.19332773	-75	11.93	-62.54
84:d4:7e:dc:2a:40	39.95228106	-75.19327585	-76	17.18	-65.7
84:d4:7e:dc:2a:40	39.95228917	-75.19323223	-76	20.48	-67.23
84:d4:7e:dc:2a:40	39.95231623	-75.19326823	-70	16.91	-65.56
84:d4:7e:dc:2a:40	39.95232877	-75.19337275	-70	7.91	-58.96
84:d4:7e:dc:2a:40	39.9522439	-75.19339994	-82	11.43	-62.16
84:d4:7e:dc:2a:40	39.95221351	-75.1934048	-83	14.32	-64.12
84:d4:7e:dc:2a:40	39.95216466	-75.19332293	-78	22.37	-67.99
84:d4:7e:dc:2a:40	39.95214442	-75.1932546	-80	27.67	-69.84
84:d4:7e:dc:2a:40	39.95216179	-75.19316639	-85	31.86	-71.06
84:d4:7e:dc:2a:40	39.9523527	-75.1934005	-69	5.92	-56.44
84:d4:7e:dc:2a:40	39.95239043	-75.19345689	-62	6.36	-57.07
84:d4:7e:dc:2a:40	39.95242305	-75.19352098	-52	11.02	-61.85
84:d4:7e:dc:2a:40	39.95242487	-75.19343724	-61	10.43	-61.36
84:d4:7e:dc:2a:40	39.95240718	-75.19331876	-67	14.93	-64.48
84:d4:7e:dc:2a:40	39.95240224	-75.1932791	-69	17.61	-65.92
84:d4:7e:dc:2a:40	39.95232515	-75.19335194	-72	9.71	-60.74
84:d4:7e:dc:2a:40	39.95229446	-75.19333902	-66	11.61	-62.3
84:d4:7e:dc:2a:40	39.95233105	-75.19334085	-77	10.61	-61.52
